nombre,tipo,latitud,longitud
Bomberos #2874,Bomberos,24.02671151089783,-104.71926552944808
Policía #2875,Policía,23.958341345516164,-104.63990086360037
Refugio para Mujeres #2876,Refugio para Mujeres,24.098317330594472,-104.59812896869565
Centro Médico #2877,Centro Médico,24.098982605585473,-104.66030355598053
Centro de Salud #2878,Centro de Salud,24.10216983591933,-104.73645830082474
Clínica #2879,Clínica,24.024752552406984,-104.55951115413924
Hospital #2880,Hospital,23.95338702559345,-104.69517027184858
Policía #2881,Policía,23.97793127126313,-104.55883941566024
Hospital #2882,Hospital,24.07887807603549,-104.61123933316739
Clínica #2883,Clínica,24.01900518012746,-104.64350602944158
Centro de Salud #2884,Centro de Salud,23.953103644010046,-104.59985444171835
Clínica #2885,Clínica,24.032499718039293,-104.67195061981552
Refugio para Mujeres #2886,Refugio para Mujeres,23.96138491926203,-104.74927989071608
Bomberos #2887,Bomberos,24.038422551001194,-104.74822773504384
Atención Psicológica #2888,Atención Psicológica,24.020763552945485,-104.60588416676958
Refugio para Mujeres #2889,Refugio para Mujeres,23.980682034272665,-104.70593273446507
Refugio para Mujeres #2890,Refugio para Mujeres,24.03043018418417,-104.71577818062316
Hospital #2891,Hospital,24.026713158247198,-104.69163134092229
Policía #2892,Policía,24.10840920013726,-104.69444869916552
Policía #2893,Policía,23.974086971094284,-104.59187573633862
Bomberos #2894,Bomberos,24.117907253836705,-104.70800552288503
Centro de Salud #2895,Centro de Salud,23.920279992295274,-104.68050762022632
Centro Médico #2896,Centro Médico,23.98491237444169,-104.56071443452618
Refugio para Mujeres #2897,Refugio para Mujeres,24.06441591819169,-104.66833142355333
Refugio para Mujeres #2898,Refugio para Mujeres,23.9849270280976,-104.73854731377072
Hospital #2899,Hospital,24.084786357217258,-104.70614408145775
Refugio para Mujeres #2900,Refugio para Mujeres,23.95534704782961,-104.55567905900533
Centro de Salud #2901,Centro de Salud,24.064520438828723,-104.61237692179981
Refugio para Mujeres #2902,Refugio para Mujeres,24.094005157688603,-104.62313889175007
Bomberos #2903,Bomberos,24.08336940592853,-104.70587219249568
Refugio para Mujeres #2904,Refugio para Mujeres,23.960783726545667,-104.62403986780684
Clínica #2905,Clínica,23.951128295430625,-104.70365537147252
Clínica #2906,Clínica,23.99372800133874,-104.56956637132316
Centro de Salud #2907,Centro de Salud,24.019192235144246,-104.65812197747078
Policía #2908,Policía,23.957771984293547,-104.65189632334805
Policía #2909,Policía,24.049512854340737,-104.74579053921974
Policía #2910,Policía,24.097050608661373,-104.58650015980871
Bomberos #2911,Bomberos,23.93389082393575,-104.73559026207568
Bomberos #2912,Bomberos,24.011004831953542,-104.62097624842765
Clínica #2913,Clínica,23.940046759731036,-104.64464429000424
Hospital #2914,Hospital,24.040658703296973,-104.67442497404815
Hospital #2915,Hospital,23.94200710300589,-104.74728958790982
Hospital #2916,Hospital,23.946435809207472,-104.59597647475661
Refugio para Mujeres #2917,Refugio para Mujeres,23.948527121154363,-104.62452312469537
Hospital #2918,Hospital,24.078480086872517,-104.74812076545118
Centro de Salud #2919,Centro de Salud,24.028474033677774,-104.58634892800691
Centro de Salud #2920,Centro de Salud,23.960464328436895,-104.65391491389325
Atención Psicológica #2921,Atención Psicológica,24.083092984502233,-104.68852300147451
Atención Psicológica #2922,Atención Psicológica,23.950902664726687,-104.73882489868474
Refugio para Mujeres #2923,Refugio para Mujeres,24.045497170602697,-104.72538489696204
Hospital #2924,Hospital,23.94056306234694,-104.69065230175471
Clínica #2925,Clínica,23.948367005290404,-104.56756660755826
Hospital #2926,Hospital,23.965335028211975,-104.67292338885758
Centro Médico #2927,Centro Médico,24.051072919498154,-104.70482312154519
Clínica #2928,Clínica,24.057353257662392,-104.60702976014795
Centro de Salud #2929,Centro de Salud,24.018364115014016,-104.55184638930838
Bomberos #2930,Bomberos,23.94034725093315,-104.55883018630473
Centro Médico #2931,Centro Médico,23.935257988297487,-104.68325504195937
Centro Médico #2932,Centro Médico,24.104663921482416,-104.56602527933597
Hospital #2933,Hospital,24.04090127639637,-104.71438644464519
Centro Médico #2934,Centro Médico,24.039922296973117,-104.61411333765798
Policía #2935,Policía,24.098623510401357,-104.61256785645848
Refugio para Mujeres #2936,Refugio para Mujeres,23.98967713665277,-104.72921548743383
Atención Psicológica #2937,Atención Psicológica,24.052346343054044,-104.56342363317997
Centro de Salud #2938,Centro de Salud,24.077771225276855,-104.57765720496612
Policía #2939,Policía,24.075556807899257,-104.72068218243085
Policía #2940,Policía,23.998119914899313,-104.60573130727285
Atención Psicológica #2941,Atención Psicológica,24.08292995224493,-104.72736719313586
Clínica #2942,Clínica,24.111917062888605,-104.6943047715058
Centro de Salud #2943,Centro de Salud,23.98461068242009,-104.72449285062869
Clínica #2944,Clínica,23.990521751522,-104.65115870472218
Atención Psicológica #2945,Atención Psicológica,24.05868416692741,-104.66721113085488
Centro Médico #2946,Centro Médico,23.9476442554625,-104.56119394651957
Bomberos #2947,Bomberos,23.996637042192607,-104.64013214782312
Atención Psicológica #2948,Atención Psicológica,24.026494886482077,-104.58571916039271
Clínica #2949,Clínica,23.936723544271235,-104.60701578941668
Bomberos #2950,Bomberos,24.06061866266616,-104.70296138620122
Hospital #2951,Hospital,23.96065593331144,-104.5798809781415
Centro Médico #2952,Centro Médico,24.031674893608578,-104.55847684572102
Centro de Salud #2953,Centro de Salud,23.931915477978233,-104.68013049310318
Policía #2954,Policía,23.978939457625728,-104.72117195153945
Clínica #2955,Clínica,23.968499481694007,-104.58443563845071
Hospital #2956,Hospital,24.069399072137177,-104.72655283814363
Policía #2957,Policía,23.995492156644286,-104.74473062351925
Clínica #2958,Clínica,23.9943368462534,-104.60971964730918
Centro de Salud #2959,Centro de Salud,24.01536531394338,-104.63121487070549
Policía #2960,Policía,23.92603714607192,-104.67695115634609
Centro de Salud #2961,Centro de Salud,23.969009160812295,-104.74750445996347
Clínica #2962,Clínica,23.949943444975343,-104.71351509769296
Policía #2963,Policía,24.069621424864902,-104.61028721489197
Refugio para Mujeres #2964,Refugio para Mujeres,24.01403690012026,-104.60548851588766
Atención Psicológica #2965,Atención Psicológica,24.076279381580424,-104.61095059512078
Refugio para Mujeres #2966,Refugio para Mujeres,23.94225333326442,-104.73799984025783
Hospital #2967,Hospital,24.040834719763893,-104.71528395935403
Policía #2968,Policía,23.92217351525484,-104.5834639811164
Atención Psicológica #2969,Atención Psicológica,24.03083118425519,-104.58409635386161
Refugio para Mujeres #2970,Refugio para Mujeres,24.061870563070944,-104.66526594768249
Policía #2971,Policía,23.974365521629338,-104.73161269497648
Clínica #2972,Clínica,24.11558525674205,-104.72497332879435
Bomberos #2973,Bomberos,24.000080484776262,-104.73880063560769
Clínica #2974,Clínica,23.956738754544414,-104.60080085251334
Centro de Salud #2975,Centro de Salud,24.083311767119806,-104.65631278086094
Centro Médico #2976,Centro Médico,24.05053999042793,-104.66898002501242
Clínica #2977,Clínica,23.952964871905255,-104.58933214787919
Clínica #2978,Clínica,23.95894611786294,-104.72831982358635
Centro de Salud #2979,Centro de Salud,23.9925403258252,-104.59424054794519
Centro Médico #2980,Centro Médico,23.925609771966233,-104.69355861371345
Centro de Salud #2981,Centro de Salud,23.933063833433255,-104.63057784883533
Refugio para Mujeres #2982,Refugio para Mujeres,23.957548761891857,-104.70965481603386
Hospital #2983,Hospital,23.968067030711723,-104.73299212906262
Hospital #2984,Hospital,24.032747864405057,-104.59195485937029
Hospital #2985,Hospital,23.9296097801843,-104.73135781296565
Refugio para Mujeres #2986,Refugio para Mujeres,23.9216957461544,-104.67867017127324
Refugio para Mujeres #2987,Refugio para Mujeres,24.11174780457934,-104.64995678336192
Centro Médico #2988,Centro Médico,24.07036845414436,-104.6048623750272
Policía #2989,Policía,24.060531362108417,-104.73052403281433
Clínica #2990,Clínica,24.09930223605253,-104.6492843194291
Policía #2991,Policía,23.92473706213709,-104.59078614058777
Atención Psicológica #2992,Atención Psicológica,24.037271640701313,-104.5795945807734
Refugio para Mujeres #2993,Refugio para Mujeres,23.952244600581434,-104.6135252036704
Centro de Salud #2994,Centro de Salud,24.097040774562885,-104.73134182698605
Bomberos #2995,Bomberos,24.096880413615178,-104.58850479322454
Policía #2996,Policía,24.073765143034688,-104.71779059470681
Centro Médico #2997,Centro Médico,24.009496041514502,-104.72376048514394
Refugio para Mujeres #2998,Refugio para Mujeres,23.992063271140264,-104.57880948939899
Clínica #2999,Clínica,23.928002580539406,-104.60744750384364
Clínica #3000,Clínica,23.967822125567228,-104.55059810040834
Centro de Salud #3001,Centro de Salud,24.111603130329254,-104.63661982770594
Atención Psicológica #3002,Atención Psicológica,23.9394812086295,-104.7470116493961
Refugio para Mujeres #3003,Refugio para Mujeres,24.0294272104912,-104.55621057629976
Centro de Salud #3004,Centro de Salud,24.019782452127508,-104.65903842849475
Policía #3005,Policía,24.106811194264303,-104.71770550300455
Refugio para Mujeres #3006,Refugio para Mujeres,24.035302324836444,-104.6793263046604
Centro de Salud #3007,Centro de Salud,23.955837250516794,-104.59561189791451
Refugio para Mujeres #3008,Refugio para Mujeres,24.117228661884756,-104.55430324784514
Atención Psicológica #3009,Atención Psicológica,24.050058416611197,-104.72191055128005
Centro de Salud #3010,Centro de Salud,24.114336129082343,-104.65234820091786
Centro Médico #3011,Centro Médico,24.09180065108333,-104.66981215714063
Policía #3012,Policía,24.008165535579224,-104.64750414960857
Centro Médico #3013,Centro Médico,23.994736619120076,-104.61355982063235
Atención Psicológica #3014,Atención Psicológica,23.97256548654647,-104.57489270867222
Hospital #3015,Hospital,24.04412274476503,-104.62122664294085
Bomberos #3016,Bomberos,24.05994905922001,-104.63783991931686
Policía #3017,Policía,24.09061195687249,-104.6918678799632
Policía #3018,Policía,24.03402674525869,-104.57923416186426
Bomberos #3019,Bomberos,23.997644599786636,-104.65754428555198
Centro de Salud #3020,Centro de Salud,23.989787592389998,-104.65630226039517
Atención Psicológica #3021,Atención Psicológica,23.941823810168835,-104.71394532809887
Centro de Salud #3022,Centro de Salud,24.1034920703762,-104.56550185025195
Clínica #3023,Clínica,23.95989419996965,-104.68425587257077
Centro Médico #3024,Centro Médico,23.988484708661492,-104.62912611590879
Bomberos #3025,Bomberos,24.060458167703874,-104.65475610626589
Refugio para Mujeres #3026,Refugio para Mujeres,24.010915729162516,-104.64098375565449
Atención Psicológica #3027,Atención Psicológica,23.94910276001724,-104.707305971801
Hospital #3028,Hospital,24.11756214857262,-104.59515889528352
Hospital #3029,Hospital,24.107291933310826,-104.6777014482177
Clínica #3030,Clínica,24.115712164749816,-104.70731583378603
Bomberos #3031,Bomberos,24.093604120348306,-104.55947099811046
Clínica #3032,Clínica,23.97396962203394,-104.62286254141316
Centro de Salud #3033,Centro de Salud,23.948347578747956,-104.69521893649538
Centro de Salud #3034,Centro de Salud,23.979667360594533,-104.60755865953651
Clínica #3035,Clínica,24.024955588600196,-104.61607112006385
Refugio para Mujeres #3036,Refugio para Mujeres,23.956815657959208,-104.73925154344374
Clínica #3037,Clínica,23.9884038295796,-104.59936478987798
Policía #3038,Policía,23.959721061809773,-104.56161167112127
Atención Psicológica #3039,Atención Psicológica,24.01509988357947,-104.61223390134595
Policía #3040,Policía,24.113117966795997,-104.66264320261078
Clínica #3041,Clínica,24.084603139474886,-104.6378183114781
Bomberos #3042,Bomberos,23.935561742667442,-104.61640750232564
Policía #3043,Policía,23.984746514952278,-104.55272641059234
Centro Médico #3044,Centro Médico,23.922837355659166,-104.57069977751574
Policía #3045,Policía,24.019889133668393,-104.68671843243598
Clínica #3046,Clínica,23.972560538829402,-104.60554279237438
Atención Psicológica #3047,Atención Psicológica,24.108664749015137,-104.5785465864454
Atención Psicológica #3048,Atención Psicológica,24.04778327907541,-104.63432459667706
Hospital #3049,Hospital,23.96372455439822,-104.55419360222272
Clínica #3050,Clínica,24.059289217510948,-104.59512312089488
Clínica #3051,Clínica,23.963227457028754,-104.70804738409464
Bomberos #3052,Bomberos,24.114348901032848,-104.63463271415964
Hospital #3053,Hospital,23.994051283022433,-104.67724110928746
Refugio para Mujeres #3054,Refugio para Mujeres,24.09933098272527,-104.64958295998119
Centro de Salud #3055,Centro de Salud,24.059863429217234,-104.62021766454124
Atención Psicológica #3056,Atención Psicológica,24.002810745254735,-104.6796542043206
Clínica #3057,Clínica,24.02463396455954,-104.59698377201583
Centro de Salud #3058,Centro de Salud,24.105269771778307,-104.65823528702799
Centro Médico #3059,Centro Médico,23.95537903212421,-104.63102163797221
Clínica #3060,Clínica,23.996312664575917,-104.58098167827785
Clínica #3061,Clínica,24.046821446840834,-104.60958147552554
Centro de Salud #3062,Centro de Salud,24.11907264424506,-104.58881204748566
Centro de Salud #3063,Centro de Salud,23.937927588000335,-104.74671470133028
Clínica #3064,Clínica,23.940735060418255,-104.60001126415771
Centro de Salud #3065,Centro de Salud,24.046705030268583,-104.64932769599373
Hospital #3066,Hospital,24.05354202701137,-104.57965894874836
Bomberos #3067,Bomberos,23.96457587417495,-104.65907402403417
Clínica #3068,Clínica,23.94290022104317,-104.57873147358065
Centro de Salud #3069,Centro de Salud,23.99012273664417,-104.59124975664314
Atención Psicológica #3070,Atención Psicológica,24.002586948436488,-104.5859164049553
Clínica #3071,Clínica,23.921521026998185,-104.675071239796
Bomberos #3072,Bomberos,24.021512162809973,-104.696478171826
Refugio para Mujeres #3073,Refugio para Mujeres,23.98147933727277,-104.5694653871728
Clínica #3074,Clínica,24.054660162391595,-104.74916848853204
Clínica #3075,Clínica,23.926534922146097,-104.74475063658748
Centro Médico #3076,Centro Médico,24.08815392496691,-104.64620735076065
Centro Médico #3077,Centro Médico,23.987017987624423,-104.55816788141104
Clínica #3078,Clínica,23.96836622261366,-104.55530193538762
Bomberos #3079,Bomberos,24.043253583378245,-104.67133645142832
Hospital #3080,Hospital,24.08026632924667,-104.63442927684024
Policía #3081,Policía,24.107878342920948,-104.67191766056813
Policía #3082,Policía,24.000623803890008,-104.6863750107329
Policía #3083,Policía,24.00748031740035,-104.73008441521225
Policía #3084,Policía,24.02085140931364,-104.62371178630453
Clínica #3085,Clínica,24.08860614532556,-104.62453632367155
Refugio para Mujeres #3086,Refugio para Mujeres,24.087467575599113,-104.71818936623828
Centro Médico #3087,Centro Médico,23.96075251533576,-104.73134691860432
Clínica #3088,Clínica,23.922307624561927,-104.59599355370807
Policía #3089,Policía,23.925563666847495,-104.6084848172312
Centro de Salud #3090,Centro de Salud,24.0343587669468,-104.74494202473412
Policía #3091,Policía,24.11668283828155,-104.6231073697932
Centro Médico #3092,Centro Médico,23.957311034261764,-104.61949545607283
Bomberos #3093,Bomberos,23.979384501269205,-104.64291655594043
Bomberos #3094,Bomberos,24.065262524157806,-104.58858052076988
Clínica #3095,Clínica,24.074078317076683,-104.61814846090712
Refugio para Mujeres #3096,Refugio para Mujeres,23.936592673860453,-104.72124609406674
Hospital #3097,Hospital,24.047677313960786,-104.63412908484499
Centro de Salud #3098,Centro de Salud,23.942186303822886,-104.5645601949157
Centro de Salud #3099,Centro de Salud,23.941415330680957,-104.69350739231409
Policía #3100,Policía,23.938555428203017,-104.651150989764
Centro Médico #3101,Centro Médico,24.10254382586228,-104.70840550900877
Centro de Salud #3102,Centro de Salud,24.01820739149368,-104.74560860631803
Centro de Salud #3103,Centro de Salud,24.0173034589875,-104.62486344862535
Bomberos #3104,Bomberos,24.057467282146078,-104.67494912610991
Centro Médico #3105,Centro Médico,24.04671035961554,-104.65982429413714
Policía #3106,Policía,23.955961287168794,-104.7479719416743
Policía #3107,Policía,24.051933278690715,-104.62375731973849
Hospital #3108,Hospital,23.9434414279102,-104.68143790961246
Centro Médico #3109,Centro Médico,24.016782198540742,-104.62719900071623
Hospital #3110,Hospital,23.951677653672917,-104.60166063419804
Centro de Salud #3111,Centro de Salud,23.95856905193047,-104.7440889514447
Hospital #3112,Hospital,24.023598984348393,-104.59780780501315
Bomberos #3113,Bomberos,24.093374851591722,-104.72704230860089
Bomberos #3114,Bomberos,23.925899523686677,-104.72228699591793
Centro de Salud #3115,Centro de Salud,24.06554877980292,-104.56203037928555
Refugio para Mujeres #3116,Refugio para Mujeres,23.9747332964563,-104.71015249348696
Centro de Salud #3117,Centro de Salud,23.98971067593706,-104.6397005771817
Refugio para Mujeres #3118,Refugio para Mujeres,24.013408749617927,-104.5881976537469
Clínica #3119,Clínica,24.02253130934588,-104.6700115696753
Bomberos #3120,Bomberos,23.970018629689452,-104.71042471127652
Refugio para Mujeres #3121,Refugio para Mujeres,24.112374259818832,-104.7294210797792
Refugio para Mujeres #3122,Refugio para Mujeres,23.953130623093394,-104.70883363939262
Atención Psicológica #3123,Atención Psicológica,24.006694334272826,-104.66076845314542
Refugio para Mujeres #3124,Refugio para Mujeres,24.083178439913315,-104.62541780753799
Clínica #3125,Clínica,24.005862595140517,-104.63657159305676
Centro Médico #3126,Centro Médico,24.099578935552685,-104.5861316620346
Atención Psicológica #3127,Atención Psicológica,23.953449810578597,-104.74324799782322
Refugio para Mujeres #3128,Refugio para Mujeres,24.037373848572088,-104.69130529075284
Centro Médico #3129,Centro Médico,23.99966133360556,-104.72707000944033
Centro Médico #3130,Centro Médico,24.005877360091947,-104.71281702167133
Bomberos #3131,Bomberos,23.934528066240524,-104.61860907767466
Centro Médico #3132,Centro Médico,23.94900793519544,-104.68710942101136
Hospital #3133,Hospital,23.983717828226524,-104.74781979513645
Centro Médico #3134,Centro Médico,23.962754485406542,-104.63650614947791
Centro Médico #3135,Centro Médico,24.099748794783128,-104.63767188330556
Clínica #3136,Clínica,23.97672285050422,-104.70756496708503
Bomberos #3137,Bomberos,23.940584038735864,-104.69439030629954
Centro de Salud #3138,Centro de Salud,24.034789679486547,-104.62074597713091
Clínica #3139,Clínica,23.983556658943584,-104.68597571820297
Bomberos #3140,Bomberos,23.929931948487052,-104.65121314749324
Hospital #3141,Hospital,24.118051943293832,-104.66575255078189
Centro de Salud #3142,Centro de Salud,24.010557021157652,-104.62971386413743
Clínica #3143,Clínica,23.967284383440635,-104.7457462604567
Hospital #3144,Hospital,24.048733321701445,-104.57877938661612
Hospital #3145,Hospital,24.10232862869169,-104.69312683622383
Clínica #3146,Clínica,23.927401639067874,-104.64330659818943
Hospital #3147,Hospital,23.98747797376629,-104.7467455415883
Atención Psicológica #3148,Atención Psicológica,23.93902396355547,-104.58949734357734
Refugio para Mujeres #3149,Refugio para Mujeres,23.97493470924674,-104.59926154412952
Clínica #3150,Clínica,23.935953441793398,-104.5950773130161
Atención Psicológica #3151,Atención Psicológica,24.042464129398873,-104.67133450165623
Atención Psicológica #3152,Atención Psicológica,24.018667324853944,-104.62178057288058
Centro de Salud #3153,Centro de Salud,24.088615128657082,-104.56245924887364
Centro de Salud #3154,Centro de Salud,23.925857636368296,-104.74043315228008
Hospital #3155,Hospital,23.947746884681486,-104.55129192572407
Clínica #3156,Clínica,23.965268251255438,-104.73239665598994
Centro Médico #3157,Centro Médico,24.083229523454428,-104.64248832614786
Hospital #3158,Hospital,24.106822071206928,-104.57639702550696
Refugio para Mujeres #3159,Refugio para Mujeres,24.09666386929891,-104.74138476385058
Hospital #3160,Hospital,24.109428972161247,-104.73499156495375
Centro Médico #3161,Centro Médico,24.057584319133685,-104.591674433928
Clínica #3162,Clínica,23.97398241087595,-104.71593227397672
Policía #3163,Policía,24.03669064083799,-104.72601971607463
Centro Médico #3164,Centro Médico,24.092378979843858,-104.59939303460102
Clínica #3165,Clínica,24.04738072938737,-104.61635294985417
Bomberos #3166,Bomberos,24.035576944467316,-104.61774620489761
Refugio para Mujeres #3167,Refugio para Mujeres,23.984382272619968,-104.60382708388164
Bomberos #3168,Bomberos,23.93835987458201,-104.59675960347619
Centro de Salud #3169,Centro de Salud,23.990601939497164,-104.5828915806519
Bomberos #3170,Bomberos,24.051896155546807,-104.60294634423276
Bomberos #3171,Bomberos,24.058993013021375,-104.73497111950552
Atención Psicológica #3172,Atención Psicológica,23.932053385693543,-104.74737437863574
Bomberos #3173,Bomberos,24.013630078164503,-104.67298795552863
Atención Psicológica #3174,Atención Psicológica,23.940906943590118,-104.7082677083999
Centro Médico #3175,Centro Médico,24.072097591674897,-104.68763491405768
Atención Psicológica #3176,Atención Psicológica,24.051057867637276,-104.58043860419913
Centro de Salud #3177,Centro de Salud,24.102825052931994,-104.70624303383129
Centro Médico #3178,Centro Médico,23.99711514975885,-104.65951362122915
Bomberos #3179,Bomberos,24.076004211902923,-104.71240930547023
Refugio para Mujeres #3180,Refugio para Mujeres,24.00461879665285,-104.6127468000246
Centro de Salud #3181,Centro de Salud,23.949457946808568,-104.57476075275665
Centro de Salud #3182,Centro de Salud,23.968112492288036,-104.57118038913482
Policía #3183,Policía,23.97335133377997,-104.65475191524344
Atención Psicológica #3184,Atención Psicológica,23.99039136479136,-104.72633476119202
Centro de Salud #3185,Centro de Salud,23.990885366844346,-104.7075867948672
Clínica #3186,Clínica,24.020438078389837,-104.64841463516096
Hospital #3187,Hospital,24.008268119502944,-104.6760438649389
Hospital #3188,Hospital,24.04972434965152,-104.6035996780872
Clínica #3189,Clínica,23.958786325296767,-104.71211007326441
Policía #3190,Policía,24.038809833043704,-104.64408744930111
Atención Psicológica #3191,Atención Psicológica,24.023723692049927,-104.72816308784313
Hospital #3192,Hospital,24.049268971456502,-104.55820565654177
Bomberos #3193,Bomberos,23.943037581224946,-104.5709883078401
Refugio para Mujeres #3194,Refugio para Mujeres,23.96775342653073,-104.64357365503754
Refugio para Mujeres #3195,Refugio para Mujeres,23.965293003145753,-104.62595585182382
Clínica #3196,Clínica,23.998381617952713,-104.72973914560693
Refugio para Mujeres #3197,Refugio para Mujeres,24.01903433204547,-104.71579417618256
Bomberos #3198,Bomberos,23.989526622648388,-104.69240149005375
Refugio para Mujeres #3199,Refugio para Mujeres,24.066776454155306,-104.73115148665745
Atención Psicológica #3200,Atención Psicológica,24.067818150081223,-104.57948721214136
Bomberos #3201,Bomberos,23.95404651480185,-104.61371150304458
Policía #3202,Policía,23.95746888240003,-104.57002615562794
Policía #3203,Policía,24.112448605615995,-104.61679372418732
Clínica #3204,Clínica,23.98681082996849,-104.71449698958641
Refugio para Mujeres #3205,Refugio para Mujeres,24.096251505430008,-104.71585497754931
Hospital #3206,Hospital,24.03880103104136,-104.55609169382777
Hospital #3207,Hospital,24.01766146819773,-104.70049791414654
Centro de Salud #3208,Centro de Salud,23.92903530391891,-104.74652183567396
Refugio para Mujeres #3209,Refugio para Mujeres,24.08707180623455,-104.644946163143
Policía #3210,Policía,24.070998495737587,-104.59494868949963
Centro de Salud #3211,Centro de Salud,23.980920454269487,-104.6027627075677
Atención Psicológica #3212,Atención Psicológica,24.01813237001719,-104.6798437908444
Refugio para Mujeres #3213,Refugio para Mujeres,24.052681704292436,-104.69929263090448
Atención Psicológica #3214,Atención Psicológica,23.922712210756167,-104.67947472438048
Centro Médico #3215,Centro Médico,24.09827448326026,-104.59509474089155
Atención Psicológica #3216,Atención Psicológica,23.942552213475015,-104.61284316849812
Hospital #3217,Hospital,23.94958007749712,-104.66793621054849
Bomberos #3218,Bomberos,24.051873382619153,-104.72167337483586
Atención Psicológica #3219,Atención Psicológica,23.92618093497212,-104.63448315897433
Clínica #3220,Clínica,23.99188398570762,-104.60112697617818
Bomberos #3221,Bomberos,24.104129451147934,-104.67444434815835
Centro de Salud #3222,Centro de Salud,24.113090612104422,-104.57457119282054
Atención Psicológica #3223,Atención Psicológica,24.11746633314834,-104.57478143196269
Policía #3224,Policía,23.97306186662663,-104.61418672748083
Centro Médico #3225,Centro Médico,23.998205245121042,-104.66654114284327
Refugio para Mujeres #3226,Refugio para Mujeres,23.98186465947415,-104.74178000453188
Centro Médico #3227,Centro Médico,24.086834313589883,-104.72540774727842
Atención Psicológica #3228,Atención Psicológica,24.03333248610519,-104.59149488688657
Centro Médico #3229,Centro Médico,23.977681706711934,-104.5561060219879
Atención Psicológica #3230,Atención Psicológica,24.10544660610784,-104.72057378222597
Policía #3231,Policía,24.02463723386328,-104.69204364475043
Policía #3232,Policía,23.980729119907057,-104.69234800925163
Refugio para Mujeres #3233,Refugio para Mujeres,23.923118479928164,-104.74180938122076
Refugio para Mujeres #3234,Refugio para Mujeres,24.085094120194125,-104.72531284681978
Atención Psicológica #3235,Atención Psicológica,23.981164300151303,-104.66393543429338
Hospital #3236,Hospital,23.929980409221997,-104.72245624311236
Refugio para Mujeres #3237,Refugio para Mujeres,24.077052659778314,-104.64960135271352
Policía #3238,Policía,24.110737050899868,-104.60736058016022
Policía #3239,Policía,24.119182851214784,-104.71065451736443
Centro de Salud #3240,Centro de Salud,23.978160405187097,-104.74357266206566
Centro Médico #3241,Centro Médico,23.969745700972837,-104.614299944584
Clínica #3242,Clínica,24.004512657521833,-104.55661863698936
Centro de Salud #3243,Centro de Salud,24.098606728108617,-104.56596117421684
Refugio para Mujeres #3244,Refugio para Mujeres,23.954660393839937,-104.6628367458598
Centro Médico #3245,Centro Médico,24.08087604996289,-104.72216472821934
Bomberos #3246,Bomberos,23.970004089080827,-104.6667375392403
Bomberos #3247,Bomberos,23.980212453164153,-104.73288041457931
Atención Psicológica #3248,Atención Psicológica,24.029166135167138,-104.67480681123972
Clínica #3249,Clínica,23.939208459762646,-104.64468572073892
Centro Médico #3250,Centro Médico,24.02076303472352,-104.61296734405667
Centro Médico #3251,Centro Médico,24.01367577486365,-104.66446616580106
Clínica #3252,Clínica,24.112289384320764,-104.65774320359876
Hospital #3253,Hospital,24.111498350749567,-104.66581627564366
Policía #3254,Policía,24.043041710118725,-104.68952200295533
Bomberos #3255,Bomberos,24.03606448369057,-104.67537776957859
Refugio para Mujeres #3256,Refugio para Mujeres,23.9307072051694,-104.58097853155039
Policía #3257,Policía,24.000588425204274,-104.74880943080365
Atención Psicológica #3258,Atención Psicológica,24.087839607677378,-104.73306818149285
Refugio para Mujeres #3259,Refugio para Mujeres,24.08597885785427,-104.62002401186966
Centro Médico #3260,Centro Médico,24.03886793687552,-104.58561197326992
Atención Psicológica #3261,Atención Psicológica,24.058118580477398,-104.57713717511167
Centro de Salud #3262,Centro de Salud,24.068094587899175,-104.61511740012345
Hospital #3263,Hospital,24.06031453312198,-104.64674719401576
Atención Psicológica #3264,Atención Psicológica,23.947280550038133,-104.5709895317619
Policía #3265,Policía,23.980178441745398,-104.68782183420787
Hospital #3266,Hospital,24.081123368866674,-104.62526721553837
Bomberos #3267,Bomberos,23.9429417727398,-104.74999285764542
Centro de Salud #3268,Centro de Salud,24.02396451219449,-104.70055878280954
Centro de Salud #3269,Centro de Salud,24.01474848065474,-104.58345470949143
Atención Psicológica #3270,Atención Psicológica,23.998142778658348,-104.56479111146658
Refugio para Mujeres #3271,Refugio para Mujeres,24.000911467200098,-104.55346074672931
Bomberos #3272,Bomberos,24.08834416068752,-104.64065615048965
Atención Psicológica #3273,Atención Psicológica,24.091862777558205,-104.62656829636813
Clínica #3274,Clínica,23.949249274188574,-104.74566842439054
Policía #3275,Policía,24.08371002010196,-104.61850692742962
Policía #3276,Policía,24.022302999409533,-104.61007426746684
Bomberos #3277,Bomberos,24.015231679797868,-104.69199276225352
Centro de Salud #3278,Centro de Salud,24.111818282885498,-104.65140717272857
Refugio para Mujeres #3279,Refugio para Mujeres,23.998237844088408,-104.6104694592955
Centro de Salud #3280,Centro de Salud,24.01279273959532,-104.5873012789714
Policía #3281,Policía,23.925594131772847,-104.6585835440157
Clínica #3282,Clínica,23.922203928799238,-104.68944768602537
Atención Psicológica #3283,Atención Psicológica,23.92852635936157,-104.56858831293177
Policía #3284,Policía,24.013581421498095,-104.60538694641241
Refugio para Mujeres #3285,Refugio para Mujeres,23.92182401237153,-104.7183370942507
Bomberos #3286,Bomberos,23.989766816351636,-104.60875507663928
Clínica #3287,Clínica,24.022609030995913,-104.71510062417997
